JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Montant	Sens	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
ACP	ACP - Achats par pièces	2024020000000101	20240229	625100	Voyages et déplacements			NS	20240229	SNCFJodie LAWSON16012024	218,00	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625100	Voyages et déplacements			NS	20240229	TCLJodie LAWSON17012024	4,00	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625100	Voyages et déplacements			NS	20240229	TrainlineEglantine JOYEUX06022024	249,50	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625100	Voyages et déplacements			NS	20240229	RATPTsering BACLE06022024	3,91	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625100	Voyages et déplacements			NS	20240229	DIVERSEglantine JOYEUX10022024	1,70	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625100	Voyages et déplacements			NS	20240229	MonoprixEglantine JOYEUX10022024	2,07	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625100	Voyages et déplacements			NS	20240229	BookingEglantine JOYEUX16022024	113,40	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625100	Voyages et déplacements			NS	20240229	SNCFEglantine JOYEUX16022024	45,00	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625100	Voyages et déplacements			NS	20240229	SNCFEglantine JOYEUX18022024	89,00	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625100	Voyages et déplacements			NS	20240229	SNCFJodie LAWSON19022024	132,00	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625100	Voyages et déplacements			NS	20240229	UnknownJodie LAWSON22022024	87,00	C			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625100	Voyages et déplacements			NS	20240229	UnknownEglantine JOYEUX22022024	28,00	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625100	Voyages et déplacements			NS	20240229	UberEglantine JOYEUX22022024	19,00	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625700	Réceptions			NS	20240229	STARBUCK'SJodie LAWSON17012024	15,09	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625700	Réceptions			NS	20240229	Go Johnny GoEglantine JOYEUX2901202	6,00	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625700	Réceptions			NS	20240229	Pret A MangerEglantine JOYEUX100220	15,09	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625700	Réceptions			NS	20240229	Pret A MangerEglantine JOYEUX100220	14,27	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625700	Réceptions			NS	20240229	RestaurantEglantine JOYEUX10022024	2,27	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625700	Réceptions			NS	20240229	StarbucksEglantine JOYEUX22022024	4,36	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625700	Réceptions			NS	20240229	StarbucksEglantine JOYEUX22022024	5,82	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625700	Réceptions			NS	20240229	Boulangeries PaulEglantine JOYEUX22	3,55	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625700	Réceptions			NS	20240229	Boulangerie GHEglantine JOYEUX22022	1,64	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625700	Réceptions			NS	20240229	Boulangerie GHEglantine JOYEUX22022	11,09	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625700	Réceptions			NS	20240229	la maison raviolisEglantine JOYEUX2	16,36	D			19000101		
ACP	ACP - Achats par pièces	2024020000000101	20240229	625700	Réceptions			NS	20240229	Boulanger BoulogneTsering BACLE2502	3,73	D			19000101		
ACP	ACP - Achats par pièces	2024020000000123	20240229	401400	Collectif Groupe	LOWAND	LOW AND CO	F-2024-02004	20240229	LOYER SGE LAC 02 2024	960,00	C	AADD	20240229	19000101		
ACP	ACP - Achats par pièces	2024020000000123	20240229	445660	TVA déductible s/aut.biens et sces			F-2024-02004	20240229	LOYER SGE LAC 02 2024	160,00	D	AABQ	20240229	19000101		
ACP	ACP - Achats par pièces	2024020000000123	20240229	613200	Locations immobilières			F-2024-02004	20240229	LOYER SGE LAC 02 2024	800,00	D			19000101		
ACP	ACP - Achats par pièces	2024020000000125	20240229	401400	Collectif Groupe	LOWAND	LOW AND CO	F-2024-02006	20240229	MANAGEMENT FEES LAC  02 2024	3344,66	C	AADC	20240229	19000101		
ACP	ACP - Achats par pièces	2024020000000125	20240229	445660	TVA déductible s/aut.biens et sces			F-2024-02006	20240229	MANAGEMENT FEES LAC  02 2024	557,44	D	AABQ	20240229	19000101		
ACP	ACP - Achats par pièces	2024020000000125	20240229	622840	Prestations groupe			F-2024-02006	20240229	MANAGEMENT FEES LAC  02 2024	2787,22	D			19000101		
ACP	ACP - Achats par pièces	2024020000000127	20240229	401400	Collectif Groupe	VERONA	VERONA	F-2024-02002	20240229	VER REMUNERATION PDT 02 2024	3241,12	C	AACI	20240229	19000101		
ACP	ACP - Achats par pièces	2024020000000127	20240229	445660	TVA déductible s/aut.biens et sces			F-2024-02002	20240229	VER REMUNERATION PDT 02 2024	540,19	D	AABQ	20240229	19000101		
ACP	ACP - Achats par pièces	2024020000000127	20240229	622840	Prestations groupe			F-2024-02002	20240229	VER REMUNERATION PDT 02 2024	2700,93	D			19000101		
ACP	ACP - Achats par pièces	2024020000000130	20240229	401000	Fournisseurs	GDLP00	GESTIONDELAPAIE.COM	9262	20240101	FF GESTION DE LA PAIE ARC 01/2024	34,24	C	AABV	20240417	19000101		
ACP	ACP - Achats par pièces	2024020000000130	20240229	445660	TVA déductible s/aut.biens et sces			9262	20240101	FF GESTION DE LA PAIE ARC 01/2024	5,71	D	AABS	20240430	19000101		
ACP	ACP - Achats par pièces	2024020000000130	20240229	611000	Sous-traitance générale			9262	20240101	FF GESTION DE LA PAIE ARC 01/2024	28,53	D			19000101		
NF2	NF2 - Notes de frais	2024020000000100	20240229	471009	Compte d'attente informatique			NS	20240229	DETRUITE LE 08/03/2024 PAR Thierry	1,00	D			19000101		
NF2	NF2 - Notes de frais	2024020000000100	20240229	471009	Compte d'attente informatique			NS	20240229	DETRUITE LE 08/03/2024 PAR Thierry	-1,00	D			19000101		
NF2	NF2 - Notes de frais	2024020000000103	20240229	425200	Personnel - Notes de frais	S00018	Tsering BACLE	NS	20240229	Mc Donald'sTsering BACLE20022024	13,60	C	AAAQ	20240630	19000101		
NF2	NF2 - Notes de frais	2024020000000103	20240229	445660	TVA déductible s/aut.biens et sces			NS	20240229	Mc Donald'sTsering BACLE20022024	1,24	D	AABQ	20240229	19000101		
NF2	NF2 - Notes de frais	2024020000000103	20240229	625700	Réceptions			NS	20240229	Mc Donald'sTsering BACLE20022024	12,36	D			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	BOULANGERIE 121 AVENUE VICTOR HUGO	20240229	25/02/2024	4,10	D	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	CGF17305PAUL1 ROUTE DEPARTEMENTALE	20240229	22/02/2024	3,90	D	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	CHAUFFEURAIXENPROVENCE Place du mar	20240229	22/02/2024	28,00	D	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	Déjeuner	20240229	22/02/2024	13,50	D	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	hôtel	20240229	16/02/2024	113,40	D	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	HOTEL DE FRANCE 63 RUE ESPARIAT AIX	20240229	22/02/2024	4,32	D	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	PRET A MANGER GARE DE LYON PART-DIE	20240229	10/02/2024	15,70	D	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	PRET A MANGER GARE DE LYON PART-DIE	20240229	10/02/2024	16,60	D	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	Refund - SNCF INTERNET LD EMPRISE S	20240229	22/02/2024	87,00	C	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	RELAY 323378SV PLACE LOUIS ARMAND P	20240229	10/02/2024	2,50	D	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	RELAY 340687SC GARE SNCF LA PART DI	20240229	10/02/2024	2,30	D	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	repas soir	20240229	25/02/2024	18,00	D	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	SELECTA METROM3 53 AVENUE JEAN JAUR	20240229	10/02/2024	1,70	D	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	SERVICE NAVIGO 21 BOULEVARD HAUSSMA	20240229	06/02/2024	4,30	D	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	SERVICE NAVIGO 21 BOULEVARD HAUSSMA	20240229	25/02/2024	4,30	D	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	SNCF AIX / PARIS	20240229	18/02/2024	89,00	D	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	SNCF INTERNET LD EMPRISE SNCF PARIS	20240229	19/02/2024	132,00	D	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	SNCF PARIS / AVIGNON	20240229	16/02/2024	45,00	D	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	STABK1749702 196 rue de Bercy PARIS	20240229	22/02/2024	11,00	D	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	Trainline Holborn 120 +443332022222	20240229	06/02/2024	249,50	D	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	401000	Fournisseurs	SPENDE	SPENDESK	UBER  - trajet AIX	20240229	22/02/2024	19,00	D	AACD	20240331	19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			BOULANGERIE 121 AVENUE VICTOR HUGO	20240229	25/02/2024	4,10	C			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			CGF17305PAUL1 ROUTE DEPARTEMENTALE	20240229	22/02/2024	3,90	C			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			CHAUFFEURAIXENPROVENCE Place du mar	20240229	22/02/2024	28,00	C			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			Déjeuner	20240229	22/02/2024	13,50	C			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			hôtel	20240229	16/02/2024	113,40	C			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			HOTEL DE FRANCE 63 RUE ESPARIAT AIX	20240229	22/02/2024	4,32	C			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			PRET A MANGER GARE DE LYON PART-DIE	20240229	10/02/2024	15,70	C			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			PRET A MANGER GARE DE LYON PART-DIE	20240229	10/02/2024	16,60	C			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			Refund - SNCF INTERNET LD EMPRISE S	20240229	22/02/2024	87,00	D			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			RELAY 323378SV PLACE LOUIS ARMAND P	20240229	10/02/2024	2,50	C			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			RELAY 340687SC GARE SNCF LA PART DI	20240229	10/02/2024	2,30	C			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			repas soir	20240229	25/02/2024	18,00	C			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			SELECTA METROM3 53 AVENUE JEAN JAUR	20240229	10/02/2024	1,70	C			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			SERVICE NAVIGO 21 BOULEVARD HAUSSMA	20240229	06/02/2024	4,30	C			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			SERVICE NAVIGO 21 BOULEVARD HAUSSMA	20240229	25/02/2024	4,30	C			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			SNCF AIX / PARIS	20240229	18/02/2024	89,00	C			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			SNCF INTERNET LD EMPRISE SNCF PARIS	20240229	19/02/2024	132,00	C			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			SNCF PARIS / AVIGNON	20240229	16/02/2024	45,00	C			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			STABK1749702 196 rue de Bercy PARIS	20240229	22/02/2024	11,00	C			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			Trainline Holborn 120 +443332022222	20240229	06/02/2024	249,50	C			19000101		
ODV	ODV - Opérations diverses	2024020000000102	20240229	517100	Spendesk			UBER  - trajet AIX	20240229	22/02/2024	19,00	C			19000101		
ODV	ODV - Opérations diverses	2024020000000124	20240229	401400	Collectif Groupe	LOWAND	LOW AND CO	F-2024-02004	20240229	COMPE LOYER SGE LAC 02 2024	960,00	D	AADD	20240229	19000101		
ODV	ODV - Opérations diverses	2024020000000124	20240229	455100	CC Verona			F-2024-02004	20240229	COMPE LOYER SGE LAC 02 2024	960,00	C			19000101		
ODV	ODV - Opérations diverses	2024020000000126	20240229	401400	Collectif Groupe	LOWAND	LOW AND CO	F-2024-02006	20240229	COMPE MANAGEMENT FEES LAC  02 2024	3344,66	D	AADC	20240229	19000101		
ODV	ODV - Opérations diverses	2024020000000126	20240229	455100	CC Verona			F-2024-02006	20240229	COMPE MANAGEMENT FEES LAC  02 2024	3344,66	C			19000101		
ODV	ODV - Opérations diverses	2024020000000128	20240229	401400	Collectif Groupe	VERONA	VERONA	F-2024-02002	20240229	COMPE VER REMUNERATION PDT 02 2024	3241,12	D	AACI	20240229	19000101		
ODV	ODV - Opérations diverses	2024020000000128	20240229	455100	CC Verona			F-2024-02002	20240229	COMPE VER REMUNERATION PDT 02 2024	3241,12	C			19000101		
PAY	PAY - Paie	2024020000000104	20240229	421400	Personnel - Rémunérations dues			NS	20240229	SALAIRES 02/2024	9705,35	C	AACF	20240229	19000101		
PAY	PAY - Paie	2024020000000104	20240229	422000	Comité d'entreprise			NS	20240229	CE 02/24	62,07	C	AAAN	20240417	19000101		
PAY	PAY - Paie	2024020000000104	20240229	428200	Dettes provis. pr congés à payer			NS	20240229	Extourne Provision CP - janvier 202	5162,22	D	AACV	20240229	19000101		
PAY	PAY - Paie	2024020000000104	20240229	428200	Dettes provis. pr congés à payer			NS	20240229	Extourne Provision CP (N-1) - janvi	2403,50	D	AACV	20240229	19000101		
PAY	PAY - Paie	2024020000000104	20240229	428200	Dettes provis. pr congés à payer			NS	20240229	Extourne Provision RTT - janvier 20	1136,83	D	AACV	20240229	19000101		
PAY	PAY - Paie	2024020000000104	20240229	428200	Dettes provis. pr congés à payer			NS	20240229	Provision CP - février 2024	5718,44	C	AACW	20240331	19000101		
PAY	PAY - Paie	2024020000000104	20240229	428200	Dettes provis. pr congés à payer			NS	20240229	Provision CP (N-1) - février 2024	2427,50	C	AACW	20240331	19000101		
PAY	PAY - Paie	2024020000000104	20240229	428200	Dettes provis. pr congés à payer			NS	20240229	Provision RTT - février 2024	843,13	C	AACW	20240331	19000101		
PAY	PAY - Paie	2024020000000104	20240229	431000	Sécurité sociale			NS	20240229	SALAIRES 02/2024	6205,51	C	AABS	20240318	19000101		
PAY	PAY - Paie	2024020000000104	20240229	437200	Caisse de retraite			NS	20240229	SALAIRES 02/2024	1594,74	C	AABX	20240325	19000101		
PAY	PAY - Paie	2024020000000104	20240229	437500	Prévoyance			NS	20240229	SALAIRES 02/2024	286,33	C	AAAX	20240527	19000101		
PAY	PAY - Paie	2024020000000104	20240229	437600	Mutuelle			NS	20240229	SALAIRES 02/2024	146,04	C	AAAZ	20240430	19000101		
PAY	PAY - Paie	2024020000000104	20240229	438200	Charges sociales s/congés à payer			NS	20240229	Extourne Provision CP - janvier 202	1941,63	D	AACA	20240229	19000101		
PAY	PAY - Paie	2024020000000104	20240229	438200	Charges sociales s/congés à payer			NS	20240229	Extourne Provision CP (N-1) - janvi	922,70	D	AACA	20240229	19000101		
PAY	PAY - Paie	2024020000000104	20240229	438200	Charges sociales s/congés à payer			NS	20240229	Extourne Provision RTT - janvier 20	428,59	D	AACA	20240229	19000101		
PAY	PAY - Paie	2024020000000104	20240229	438200	Charges sociales s/congés à payer			NS	20240229	Provision CP - février 2024	2171,62	C	AACB	20240331	19000101		
PAY	PAY - Paie	2024020000000104	20240229	438200	Charges sociales s/congés à payer			NS	20240229	Provision CP (N-1) - février 2024	942,11	C	AACB	20240331	19000101		
PAY	PAY - Paie	2024020000000104	20240229	438200	Charges sociales s/congés à payer			NS	20240229	Provision RTT - février 2024	321,01	C	AACB	20240331	19000101		
PAY	PAY - Paie	2024020000000104	20240229	442100	Etat - Prélèvement à la source			NS	20240229	SALAIRES 02/2024	664,25	C	AACA	20240321	19000101		
PAY	PAY - Paie	2024020000000104	20240229	448632	Taxe d'apprentissage CAP			NS	20240229	SALAIRES 02/2024	11,85	C			19000101		
PAY	PAY - Paie	2024020000000104	20240229	448633	Formation continue CAP			NS	20240229	02/2024 - Formation continue	6,60	C			19000101		
PAY	PAY - Paie	2024020000000104	20240229	448633	Formation continue CAP			NS	20240229	02/2024 - ADESATT (NC)	2,64	C			19000101		
PAY	PAY - Paie	2024020000000104	20240229	633300	Formation continue (organisme)			NS	20240229	SALAIRES 02/2024	81,72	D			19000101		
PAY	PAY - Paie	2024020000000104	20240229	633500	Taxe d'apprentissage (verst libér.)			NS	20240229	SALAIRES 02/2024	89,60	D			19000101		
PAY	PAY - Paie	2024020000000104	20240229	641100	Salaires appointements			NS	20240229	SALAIRES 02/2024	10615,02	D			19000101		
PAY	PAY - Paie	2024020000000104	20240229	641200	Congés payés			NS	20240229	Extourne Provision CP - janvier 202	8702,55	C			19000101		
PAY	PAY - Paie	2024020000000104	20240229	641200	Congés payés			NS	20240229	Provision CP - février 2024	8989,07	D			19000101		
PAY	PAY - Paie	2024020000000104	20240229	641300	Primes et gratifications			NS	20240229	SALAIRES 02/2024	2562,05	D			19000101		
PAY	PAY - Paie	2024020000000104	20240229	641400	Indemnités et avantages divers			NS	20240229	SALAIRES 02/2024	86,40	D			19000101		
PAY	PAY - Paie	2024020000000104	20240229	645100	Cotisations à l'URSSAF			NS	20240229	SALAIRES 02/2024	3367,36	D			19000101		
PAY	PAY - Paie	2024020000000104	20240229	645200	Cotisations prévoyance			NS	20240229	SALAIRES 02/2024	304,61	D			19000101		
PAY	PAY - Paie	2024020000000104	20240229	645300	Cotisations aux caisses de retraite			NS	20240229	SALAIRES 02/2024	956,53	D			19000101		
PAY	PAY - Paie	2024020000000104	20240229	645400	Cotisations Pôle Emploi			NS	20240229	SALAIRES 02/2024	560,02	D			19000101		
PAY	PAY - Paie	2024020000000104	20240229	645800	Cotisations autres organism. socx			NS	20240229	Extourne Provision CP - janvier 202	3292,92	C			19000101		
PAY	PAY - Paie	2024020000000104	20240229	645800	Cotisations autres organism. socx			NS	20240229	Provision CP - février 2024	3434,74	D			19000101		
PAY	PAY - Paie	2024020000000104	20240229	647200	Comité d'entreprise			NS	20240229	Prov CE 02/2024	62,07	D			19000101		
REG	REG - Ecart de lettrage	2024020000000008	20240229	445660	TVA déductible s/aut.biens et sces			CA3 02/24	20240229	TVA 02/2024	1268,12	C	AABQ	20240229	19000101		
REG	REG - Ecart de lettrage	2024020000000008	20240229	445670	Crédit de TVA à reporter			CA3 02/24	20240229	TVA 02/2024	11353,08	C	AABO	20240229	19000101		
REG	REG - Ecart de lettrage	2024020000000008	20240229	445670	Crédit de TVA à reporter			CA3 02/24	20240229	TVA 02/2024	3369,21	D	AABP	20240430	19000101		
REG	REG - Ecart de lettrage	2024020000000008	20240229	445710	TVA collectée			CA3 02/24	20240229	TVA 02/2024	9251,99	D	AAAV	20240229	19000101		
REG	REG - Ecart de lettrage	2024020000000009	20240229	445710	TVA collectée			CA3 02/24	20240229	TVA 02/2024	0,01	D	AAAV	20240229	19000101		
REG	REG - Ecart de lettrage	2024020000000009	20240229	758000	Produits divers gestion courante			CA3 02/24	20240229	TVA 02/2024	0,01	C			19000101		
SI2	SI2 - Situation trimestrielle	2024020000000129	20240229	428600	Personnel - autres charges à payer			PROV PRIMES OBJECTIF 02/24	20240229	PROV PRIMES OBJECTIF 02/24	845,83	C	AABN	20240301	19000101		
SI2	SI2 - Situation trimestrielle	2024020000000129	20240229	438600	Charges sociales - charges à payer			CHARGES PROV PRIMES OBJECTIF 02/24	20240229	CHARGES PROV PRIMES OBJECTIF 02/24	363,71	C	AABO	20240301	19000101		
SI2	SI2 - Situation trimestrielle	2024020000000129	20240229	641300	Primes et gratifications			PROV PRIMES OBJECTIF 02/24	20240229	PROV PRIMES OBJECTIF 02/24	845,83	D			19000101		
SI2	SI2 - Situation trimestrielle	2024020000000129	20240229	645800	Cotisations autres organism. socx			CHARGES PROV PRIMES OBJECTIF 02/24	20240229	CHARGES PROV PRIMES OBJECTIF 02/24	363,71	D			19000101		
SI2	SI2 - Situation trimestrielle	2024020000000132	20240229	408100	Fournisseurs - fact. non parvenues			FNP 02/24	20240229	FNP Autres 02/24	6190,66	C	AACH	20240401	19000101		
SI2	SI2 - Situation trimestrielle	2024020000000132	20240229	445860	TVA sur factures non parvenues			FNP 02/24	20240229	TVA Sur FNP Autres 02/24	1031,78	D	AABA	20240601	19000101		
SI2	SI2 - Situation trimestrielle	2024020000000132	20240229	611000	Sous-traitance générale			FNP 02/24	20240229	GDLP 02/23 - 12/23	153,00	D			19000101		
SI2	SI2 - Situation trimestrielle	2024020000000132	20240229	611000	Sous-traitance générale			FNP 02/24	20240229	GDLP 02/24	21,60	D			19000101		
SI2	SI2 - Situation trimestrielle	2024020000000132	20240229	613540	SAAS			FNP 02/24	20240229	XELYA 1T2024	360,68	D			19000101		
SI2	SI2 - Situation trimestrielle	2024020000000132	20240229	616100	Assurances multirisques			FNP 02/24	20240229	ICM Assurances Multirisques Février	2223,60	D			19000101		
SI2	SI2 - Situation trimestrielle	2024020000000132	20240229	622621	Honoraires commissaire aux comptes			FNP 02/24	20240229	AZUR ECCA Janvier à décembre 2023	2000,00	D			19000101		
SI2	SI2 - Situation trimestrielle	2024020000000132	20240229	622621	Honoraires commissaire aux comptes			FNP 02/24	20240229	AZUR ECCA Janv-Fév 2024	400,00	D			19000101		
B2N	B2N - BNP	2024030000000093	20240301	511054	Virements reçus			NS	20240301	KC SAINT JOSEPH KC SAINT JOSEPH FAC	1296,00	C	AADL	20240301	19000101		
B2N	B2N - BNP	2024030000000093	20240301	512000	BNP			NS	20240301	KC SAINT JOSEPH KC SAINT JOSEPH FAC	1296,00	D			19000101		
ODV	ODV - Opérations diverses	2024030000000120	20240301	411000	Clients	KCSJ00	KC SAINT JOSEPH	B2N	20240301	KC SAINT JOSEPH KC SAINT JOSEPH FAC	1296,00	C	AAAA	20240301	19000101		
ODV	ODV - Opérations diverses	2024030000000120	20240301	511054	Virements reçus			B2N	20240301	KC SAINT JOSEPH KC SAINT JOSEPH FAC	1296,00	D	AADL	20240301	19000101		
SI2	SI2 - Situation trimestrielle	2024030000000136	20240301	418100	Clients - factures à établir			FAE 02.2024	20240301	FAE EVOLIZ 02/2024	16416,00	C	AAAE	20240701	19000101		
SI2	SI2 - Situation trimestrielle	2024030000000136	20240301	445870	TVA sur factures à établir			FAE 02.2024	20240301	TVA SUR FAE 02/2024	2736,00	D	AAAI	20240601	19000101		
SI2	SI2 - Situation trimestrielle	2024030000000136	20240301	706000	Prestations de services			FAE 02.2024	20240301	FRANCHISES KC 2022	13680,00	D			19000101		
SI2	SI2 - Situation trimestrielle	2024030000000168	20240301	428600	Personnel - autres charges à payer			PROV PRIMES OBJECTIF 02/24	20240301	PROV PRIMES OBJECTIF 02/24	845,83	D	AABN	20240301	19000101		
SI2	SI2 - Situation trimestrielle	2024030000000168	20240301	438600	Charges sociales - charges à payer			CHARGES PROV PRIMES OBJECTIF 02/24	20240301	CHARGES PROV PRIMES OBJECTIF 02/24	363,71	D	AABO	20240301	19000101		
SI2	SI2 - Situation trimestrielle	2024030000000168	20240301	641300	Primes et gratifications			PROV PRIMES OBJECTIF 02/24	20240301	PROV PRIMES OBJECTIF 02/24	845,83	C			19000101		
SI2	SI2 - Situation trimestrielle	2024030000000168	20240301	645800	Cotisations autres organism. socx			CHARGES PROV PRIMES OBJECTIF 02/24	20240301	CHARGES PROV PRIMES OBJECTIF 02/24	363,71	C			19000101		
SI2	SI2 - Situation trimestrielle	2024030000000174	20240301	408100	Fournisseurs - fact. non parvenues			FNP 02/24	20240301	FNP Autres 02/24	6190,66	D	AACH	20240401	19000101		
SI2	SI2 - Situation trimestrielle	2024030000000174	20240301	445860	TVA sur factures non parvenues			FNP 02/24	20240301	TVA Sur FNP Autres 02/24	1031,78	C	AABA	20240601	19000101		
SI2	SI2 - Situation trimestrielle	2024030000000174	20240301	611000	Sous-traitance générale			FNP 02/24	20240301	GDLP 02/23 - 12/23	153,00	C			19000101		
SI2	SI2 - Situation trimestrielle	2024030000000174	20240301	611000	Sous-traitance générale			FNP 02/24	20240301	GDLP 02/24	21,60	C			19000101		
SI2	SI2 - Situation trimestrielle	2024030000000174	20240301	613540	SAAS			FNP 02/24	20240301	XELYA 1T2024	360,68	C			19000101		
SI2	SI2 - Situation trimestrielle	2024030000000174	20240301	616100	Assurances multirisques			FNP 02/24	20240301	ICM Assurances Multirisques Février	2223,60	C			19000101		
SI2	SI2 - Situation trimestrielle	2024030000000174	20240301	622621	Honoraires commissaire aux comptes			FNP 02/24	20240301	AZUR ECCA Janvier à décembre 2023	2000,00	C			19000101		
SI2	SI2 - Situation trimestrielle	2024030000000174	20240301	622621	Honoraires commissaire aux comptes			FNP 02/24	20240301	AZUR ECCA Janv-Fév 2024	400,00	C			19000101		
B2N	B2N - BNP	2024030000000143	20240304	512000	BNP			NS	20240304	FACTURE NUMERO 2024030103492078	15,50	C			19000101		
